Age,Name,Country,Sex,Date of Birth,Height cm,Weight kg,Medal winner,Gold,Silver,Bronze,Total,Sport,Number of events,Event,BMI,BMI classification
25,Lieke Wevers,Netherlands,F,11/17/1991,167,54,No,0,0,0,0,Gymnastics,7,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around
,Artistic Gymnastics Women's Team",19.36247266,Normal
21,Belen Casetta,Argentina,F,11/26/1994,163,52,No,0,0,0,0,Athletics,1,Athletics Women's 3000m Steeplechase,19.57168128,Normal
19,Abdalla Targan,Sudan,M,11/28/1996,177,65,No,0,0,0,0,Athletics,1,Athletics Men's 3000m Steeplechase,20.74755019,Normal
27,Mariya Shatalova,Ukraine,F,3/01/1989,169,56,No,0,0,0,0,Athletics,1,Athletics Women's 3000m Steeplechase,19.60715661,Normal
23,Zaza Nadiradze,Georgia,M,11/02/1993,177,85,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Canoe Single 200m,27.13141179,Overweight
18,Noura Mana,Morocco,F,12/12/1997,170,62,No,0,0,0,0,Aquatics,1,Swimming Women's 50m Freestyle,21.4532872,Normal
25,Yan Wang,China,F,8/22/1991,175,61,No,0,0,0,0,Football,1,Football Women,19.91836735,Normal
29,Olena Fedorova,Ukraine,F,11/14/1986,164,57,No,0,0,0,0,Aquatics,1,Diving Women's 3m Springboard,21.19274242,Normal
22,Saoussen Boudiaf,France,F,12/31/1993,173,69,No,0,0,0,0,Fencing,1,Fencing Women's Sabre Team,23.05456246,Normal
26,Melissa Ortiz,Colombia,F,1/24/1990,172,52,No,0,0,0,0,Football,1,Football Women,17.57706869,Underweight
24,Michael Janker,Germany,M,3/23/1992,180,75,No,0,0,0,0,Shooting,1,Shooting 10m Air Rifle Men,23.14814815,Normal
45,Alex Cejka,Germany,M,12/02/1970,168,65,No,0,0,0,0,Golf,1,Golf Men's Individual Stroke Play,23.03004535,Normal
26,Keren Siebner,Israel,F,6/09/1990,180,68,No,0,0,0,0,Aquatics,1,Swimming Women's 4 x 100m Freestyle Relay,20.98765432,Normal
24,Anne Buijs,Netherlands,F,12/02/1991,190,73,No,0,0,0,0,Volleyball,1,Volleyball Women,20.22160665,Normal
21,Yaniel Carrero,Cuba,M,8/17/1995,174,74,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,24.44180209,Normal
26,Martina Cavallero,Argentina,F,5/07/1990,163,58,No,0,0,0,0,Hockey,1,Hockey Women,21.8299522,Normal
27,Franck Lafitte,France,M,3/08/1989,203,94,No,0,0,0,0,Volleyball,1,Volleyball Men,22.81055109,Normal
39,Jong Su Kim,North Korea,M,1/01/1977,166,67,No,0,0,0,0,Shooting,2,"Shooting 50m Pistol Men
,Shooting 10m Air Pistol Men",24.31412397,Normal
30,Hosam Hussein Bakr Abdin,Egypt,M,10/26/1985,180,,No,0,0,0,0,Boxing,1,Boxing Men's Middle (75kg),,
23,Joe Webber,New Zealand,M,8/27/1993,185,95,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,27.75748722,Overweight
29,Mikhail Puliaev,Russian Federation,M,6/22/1987,166,66,No,0,0,0,0,Judo,1,Judo Men -66 kg,23.95122659,Normal
34,Henriette Hansen,Denmark,F,4/15/1982,170,66,No,0,0,0,0,Canoe,2,"Canoe Sprint Women's Kayak Single 200m
,Canoe Sprint Women's Kayak Four 500m",22.83737024,Normal
33,Naomi van As,Netherlands,F,7/26/1983,179,63,Yes,0,1,0,1,Hockey,1,Hockey Women,19.66230767,Normal
33,Yared Shegumo,Poland,M,1/10/1983,178,62,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,19.56823633,Normal
27,null,Germany,M,8/04/1989,167,60,No,0,0,0,0,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",21.51385851,Normal
24,Vladimir Morozov,Russian Federation,M,6/16/1992,,,No,0,0,0,0,Aquatics,4,"Swimming Men's 50m Freestyle
,Swimming Men's 100m Freestyle
,Swimming Men's 4 x 100m Freestyle Relay
,Swimming Men's 4 x 100m Medley Relay",,
23,Morad Zemouri,Qatar,M,3/03/1993,173,73,No,0,0,0,0,Judo,1,Judo Men -73 kg,24.39105884,Normal
21,Long Gutierrez Feng,Mexico,M,2/23/1995,190,85,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Butterfly,23.54570637,Normal
27,Laxmirani Majhi,India,F,1/26/1989,161,56,No,0,0,0,0,Archery,2,"Archery Women's Individual
,Archery Women's Team",21.60410478,Normal
31,Anita Wlodarczyk,Poland,F,8/08/1985,178,95,Yes,1,0,0,1,Athletics,1,Athletics Women's Hammer Throw,29.98358793,Overweight
23,Xiaolu Li,China,F,11/07/1992,167,51,Yes,0,1,0,1,Aquatics,1,Synchronised Swimming Teams,18.28677973,Underweight
24,Edna Carrillo,Mexico,F,11/12/1991,152,48,No,0,0,0,0,Judo,1,Judo Women -48 kg,20.77562327,Normal
21,Jhonathan Paz,Honduras,M,6/18/1995,183,81,No,0,0,0,0,Football,1,Football Men,24.18704649,Normal
28,Emily Batty,Canada,F,6/16/1988,161,48,No,0,0,0,0,Cycling,1,Cycling Mountain Bike Women's Cross-country,18.5178041,Normal
19,Kristof Rasovszky,Hungary,M,3/27/1997,190,84,No,0,0,0,0,Aquatics,1,Swimming Men's 1500m Freestyle,23.26869806,Normal
22,Hassan Saada,Morocco,M,1/02/1994,183,,No,0,0,0,0,Boxing,1,Boxing Men's Light Heavy (81kg),,
24,Anna Voloshyna,Ukraine,F,11/26/1991,168,53,No,0,0,0,0,Aquatics,2,"Synchronised Swimming Duets
,Synchronised Swimming Teams",18.77834467,Normal
25,Adam Froese,Canada,M,8/13/1991,182,81,No,0,0,0,0,Hockey,1,Hockey Men,24.45356841,Normal
26,Alexi Pappas,Greece,F,3/28/1990,,,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",,
22,Caroline Garcia,France,F,10/16/1993,177,61,No,0,0,0,0,Tennis,3,"Tennis Women's Singles
,Tennis Women's Doubles
,Tennis Mixed Doubles",19.47077787,Normal
26,Alexander Gehbauer,Austria,M,4/24/1990,185,70,No,0,0,0,0,Cycling,1,Cycling Mountain Bike Men's Cross-country,20.45288532,Normal
30,Denis Gribanov,Russian Federation,M,6/03/1986,190,74,No,0,0,0,0,Sailing,1,Sailing 470 Men,20.49861496,Normal
27,Amel Bouderra,France,F,3/26/1989,163,,No,0,0,0,0,Basketball,1,Basketball Women,,
29,Irina Bliznova,Russian Federation,F,10/06/1986,182,68,Yes,1,0,0,1,Handball,1,Handball Women,20.52892163,Normal
21,null,Canada,F,4/24/1995,170,65,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Individual Medley,22.49134948,Normal
28,Stephen Bird,Australia,M,5/11/1988,189,86,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Kayak Single 200m,24.07547381,Normal
26,Yuliia Tkach Ostapchuk,Ukraine,F,11/26/1989,170,63,No,0,0,0,0,Wrestling,1,Wrestling Women's Freestyle 63 kg,21.79930796,Normal
31,Valerie Adams,New Zealand,F,10/06/1984,193,120,Yes,0,1,0,1,Athletics,1,Athletics Women's Shot Put,32.21562995,Obese
21,Rose Nathike Lokonyen,Refugee Olympic Team,F,2/24/1995,157,50,No,0,0,0,0,Athletics,1,Athletics Women's 800m,20.28479857,Normal
17,Valerie Gruest Slowing,Guatemala,F,3/14/1999,172,63,No,0,0,0,0,Aquatics,2,"Swimming Women's 400m Freestyle
,Swimming Women's 800m Freestyle",21.29529475,Normal
22,Thomas Murray,New Zealand,M,4/05/1994,189,87,No,0,0,0,0,Rowing,1,Rowing Men's Eight,24.35542118,Normal
29,Jerome Truyens,Belgium,M,8/04/1987,178,70,Yes,0,1,0,1,Hockey,1,Hockey Men,22.09317005,Normal
21,Eleanor Harvey,Canada,F,1/14/1995,172,56,No,0,0,0,0,Fencing,1,Fencing Women's Foil Individual,18.92915089,Normal
29,Nazik Avdalyan,Armenia,F,10/31/1986,157,69,No,0,0,0,0,Weightlifting,1,Weightlifting Women's 69kg,27.99302203,Overweight
19,Repo Malepe,South Africa,M,2/18/1997,179,65,No,0,0,0,0,Football,1,Football Men,20.28650791,Normal
30,Barbora Strycova,Czech Republic,F,3/28/1986,165,62,Yes,0,0,1,1,Tennis,2,"Tennis Women's Singles
,Tennis Women's Doubles",22.77318641,Normal
26,Rodrigo Gonzalez,Mexico,M,12/14/1989,180,69,No,0,0,0,0,Triathlon,1,Triathlon Men,21.2962963,Normal
23,Jisu Yoon,South Korea,F,1/24/1993,170,60,No,0,0,0,0,Fencing,1,Fencing Women's Sabre Team,20.76124567,Normal
29,Gerasim Kochnev,Uzbekistan,M,3/20/1987,178,85,No,0,0,0,0,Canoe,2,"Canoe Sprint Men's Canoe Single 1000m
,Canoe Sprint Men's Canoe Double 1000m",26.82742078,Overweight
18,Ndifreke Udo,Nigeria,M,8/15/1998,173,,Yes,0,0,1,1,Football,1,Football Men,,
32,Brice Etes,Monaco,M,4/11/1984,185,73,No,0,0,0,0,Athletics,1,Athletics Men's 800m,21.32943755,Normal
26,Balazs Erdelyi,Hungary,M,2/16/1990,196,94,No,0,0,0,0,Aquatics,1,Water Polo Men,24.46897126,Normal
34,Hirokatsu Tayama,Japan,M,11/12/1981,167,62,No,0,0,0,0,Triathlon,1,Triathlon Men,22.23098713,Normal
31,Peter Wiersum,Netherlands,M,11/01/1984,173,55,Yes,0,0,1,1,Rowing,1,Rowing Men's Eight,18.37682515,Underweight
23,Sarah Sjostrom,Sweden,F,8/17/1993,182,76,Yes,1,1,1,3,Aquatics,7,"Swimming Women's 50m Freestyle
,Swimming Women's 100m Freestyle
,Swimming Women's 200m Freestyle
,Swimming Women's 100m Butterfly
,Swimming Women's 4 x 100m Freestyle Relay
,Swimming Women's 4 x 200m Freestyle Relay
,Swimming Women's 4 x 100m Medley Relay",22.94408888,Normal
28,Hugues Fournel,Canada,M,8/05/1988,170,73,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Kayak Double 200m,25.25951557,Overweight
25,Melissa Hoskins,Australia,F,2/24/1991,175,64,No,0,0,0,0,Cycling,1,Cycling Track Women's Team Pursuit,20.89795918,Normal
20,Maddison Keeney,Australia,F,5/23/1996,167,62,Yes,0,0,1,1,Aquatics,2,"Diving Women's 3m Springboard
,Diving Women's Synchronised 3m Springboard",22.23098713,Normal
20,Yulimar Rojas,Venezuela,F,10/21/1995,192,72,Yes,0,1,0,1,Athletics,1,Athletics Women's Triple Jump,19.53125,Normal
39,null,Georgia,F,8/23/1977,177,80,No,0,0,0,0,Archery,2,"Archery Women's Individual
,Archery Women's Team",25.53544639,Overweight
26,Elea Mariama Diarra,France,F,3/08/1990,176,56,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 400m Relay,18.0785124,Underweight
27,Jeremie Mion,France,M,7/05/1989,187,74,No,0,0,0,0,Sailing,1,Sailing 470 Men,21.16160027,Normal
23,Benjamin Grez Ahrens,Chile,M,12/03/1992,181,76,No,0,0,0,0,Sailing,1,Sailing 49er Men,23.19831507,Normal
34,Richard Hounslow,Great Britain,M,12/19/1981,183,78,Yes,0,1,0,1,Canoe,1,Canoe Slalom Canoe Double (C2) Men,23.29122996,Normal
23,Lissa Labiche,Seychelles,F,2/18/1993,172,55,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,18.59113034,Normal
20,Kennedy Goss,Canada,F,8/19/1996,173,74,Yes,0,0,1,1,Aquatics,1,Swimming Women's 4 x 200m Freestyle Relay,24.72518293,Normal
27,null,Russian Federation,M,6/27/1989,185,78,No,0,0,0,0,Fencing,1,Fencing Men's Foil Team,22.79035793,Normal
27,Mads Glaesner,Denmark,M,10/18/1988,191,81,No,0,0,0,0,Aquatics,1,Swimming Men's 400m Freestyle,22.20333872,Normal
25,Maxime Mottet,Belgium,M,5/17/1991,178,84,No,0,0,0,0,Shooting,1,Shooting Trap Men,26.51180407,Overweight
22,Abrar Osman,Eritrea,M,1/01/1994,168,58,No,0,0,0,0,Athletics,1,Athletics Men's 5000m,20.54988662,Normal
20,Benjamin Schulte,Guam,M,12/22/1995,193,83,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Breaststroke,22.28247738,Normal
27,Agnieszka Skrzypulec,Poland,F,6/03/1989,166,53,No,0,0,0,0,Sailing,1,Sailing 470 Women,19.23356075,Normal
24,Chloe Bulleux,France,F,11/18/1991,172,65,Yes,0,1,0,1,Handball,1,Handball Women,21.97133586,Normal
25,Roy Meyer,Netherlands,M,6/04/1991,186,122,No,0,0,0,0,Judo,1,Judo Men +100 kg,35.26419239,Obese
32,Michael Umeh,Nigeria,M,11/18/1984,187,88,No,0,0,0,0,Basketball,1,Basketball Men,25.16514627,Overweight
25,Matias Moroni,Argentina,M,3/29/1991,185,84,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,24.54346238,Normal
25,Dominik Kozma,Hungary,M,4/10/1991,191,90,No,0,0,0,0,Aquatics,4,"Swimming Men's 100m Freestyle
,Swimming Men's 200m Freestyle
,Swimming Men's 4 x 100m Freestyle Relay
,Swimming Men's 4 x 200m Freestyle Relay",24.67037636,Normal
28,Hidde Turkstra,Netherlands,M,3/05/1988,194,81,No,0,0,0,0,Hockey,1,Hockey Men,21.52194707,Normal
24,Taylor Curran,Canada,M,5/19/1992,183,80,No,0,0,0,0,Hockey,1,Hockey Men,23.88844098,Normal
20,Luka Janezic,Slovenia,M,11/14/1995,192,83,No,0,0,0,0,Athletics,1,Athletics Men's 400m,22.51519097,Normal
30,Gelete Burka,Ethiopia,F,1/23/1986,160,43,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",16.796875,Underweight
33,Richard Kruse,Great Britain,M,7/30/1983,190,84,No,0,0,0,0,Fencing,2,"Fencing Men's Foil Individual
,Fencing Men's Foil Team",23.26869806,Normal
19,Kanako Watanabe,Japan,F,11/15/1996,167,60,No,0,0,0,0,Aquatics,2,"Swimming Women's 100m Breaststroke
,Swimming Women's 200m Breaststroke",21.51385851,Normal
26,Fernando Luna,Argentina,M,5/12/1990,182,80,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,24.1516725,Normal
24,Davide Uccellari,Italy,M,10/11/1991,185,64,No,0,0,0,0,Triathlon,1,Triathlon Men,18.69978086,Normal
22,Jieni Shao,Portugal,F,1/25/1994,169,63,No,0,0,0,0,Table Tennis,1,Table Tennis Women's Singles,22.05805119,Normal
19,Pap D. Jonga,Gambia,M,7/01/1997,,,No,0,0,0,0,Aquatics,1,Swimming Men's 50m Freestyle,,
28,Minjeong Kim,South Korea,F,8/08/1988,179,95,No,0,0,0,0,Judo,1,Judo Women +78 kg,29.64951156,Overweight
27,Florian Orth,Germany,M,7/24/1989,181,63,No,0,0,0,0,Athletics,1,Athletics Men's 5000m,19.23018223,Normal
26,Amanda Carr,Thailand,F,6/24/1990,165,60,No,0,0,0,0,Cycling,1,Cycling BMX Women,22.03856749,Normal
28,null,Ukraine,F,2/15/1988,163,53,No,0,0,0,0,Triathlon,1,Triathlon Women,19.94805977,Normal
21,Muhammad Akmal Nor Hasrin,Malaysia,M,7/15/1995,180,74,No,0,0,0,0,Archery,2,"Archery Men's Individual
,Archery Men's Team",22.83950617,Normal
23,null,Iraq,M,2/13/1993,180,76,No,0,0,0,0,Football,1,Football Men,23.45679012,Normal
27,Sasa Cado,Serbia,F,7/13/1989,178,72,Yes,0,0,1,1,Basketball,1,Basketball Women,22.72440348,Normal
26,Ozlem Kaya,Turkey,F,4/20/1990,165,47,No,0,0,0,0,Athletics,1,Athletics Women's 3000m Steeplechase,17.26354454,Underweight
26,null,Uzbekistan,F,7/30/1990,165,50,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,18.36547291,Underweight
25,Kelly Araouzou,Greece,F,3/06/1991,169,55,No,0,0,0,0,Aquatics,1,Marathon Swimming Women's 10km,19.25702882,Normal
31,Ignacio Perrin,Argentina,M,1/20/1985,172,,No,0,0,0,0,Boxing,1,Boxing Men's Light (60kg),,
27,null,Eritrea,M,11/10/1988,,,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,,
28,Thanackal Gopi,India,M,5/24/1988,166,56,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,20.32225287,Normal
14,Ana Iulia Dascal,Romania,F,11/12/2002,183,60,No,0,0,0,0,Aquatics,1,Swimming Women's 100m Freestyle,17.91633074,Underweight
20,Youxue Mo,China,M,2/10/1996,180,65,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,20.0617284,Normal
32,Emma Johansson,Sweden,F,11/23/1983,168,54,Yes,0,1,0,1,Cycling,1,Cycling Road Women's Road Race,19.13265306,Normal
23,Ashley Stoddart,Australia,F,6/10/1993,172,70,No,0,0,0,0,Sailing,1,Sailing Laser Radial Women,23.66143862,Normal
18,Madeline Musselman,United States,F,6/16/1998,181,65,Yes,1,0,0,1,Aquatics,1,Water Polo Women,19.8406642,Normal
29,James McRAE,Australia,M,6/27/1987,193,93,Yes,0,1,0,1,Rowing,1,Rowing Men's Quadruple Sculls,24.96711321,Normal
21,Anass Houssein,Djibouti,M,1/10/1995,175,66,No,0,0,0,0,Judo,1,Judo Men -66 kg,21.55102041,Normal
30,Maksym Averin,Azerbaijan,M,11/28/1985,189,75,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,20.99605274,Normal
26,Sam Dickson,New Zealand,M,10/28/1989,193,101,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,27.11482187,Overweight
28,Thomas Simart,France,M,10/09/1987,180,82,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Canoe Single 200m,25.30864198,Overweight
22,Guido Vianello,Italy,M,5/09/1994,198,,No,0,0,0,0,Boxing,1,Boxing Men's Super Heavy (+91kg),,
20,Lotte Kopecky,Belgium,F,11/10/1995,171,66,No,0,0,0,0,Cycling,2,"Cycling Road Women's Individual Time Trial
,Cycling Road Women's Road Race",22.5710475,Normal
30,Ivan Efremov,Uzbekistan,M,3/09/1986,184,105,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 105kg,31.0137051,Obese
22,Julia Catherine Vincent,South Africa,F,8/13/1994,154,57,No,0,0,0,0,Aquatics,1,Diving Women's 3m Springboard,24.03440715,Normal
29,Luka Mratovic,Croatia,M,4/07/1987,190,78,No,0,0,0,0,Sailing,1,Sailing RS:X Men,21.6066482,Normal
22,Pauline Hammarlund,Sweden,F,5/07/1994,172,65,Yes,0,1,0,1,Football,1,Football Women,21.97133586,Normal
18,Olim Kurbanov,Tajikistan,M,6/21/1998,186,69,No,0,0,0,0,Aquatics,1,Swimming Men's 50m Freestyle,19.94450225,Normal
23,Zoulehia Abzetta Dabonne,Côte d'ivoire,F,12/15/1992,175,57,No,0,0,0,0,Judo,1,Judo Women -57 kg,18.6122449,Normal
25,Alberto Alvarez,Mexico,M,3/08/1991,191,78,No,0,0,0,0,Athletics,1,Athletics Men's Triple Jump,21.38099285,Normal
26,Pavel Ilyashenko,Kazakhstan,M,6/23/1990,181,76,No,0,0,0,0,Modern Pentathlon,1,Modern Pentathlon Men's Individual,23.19831507,Normal
30,Joelle Sandrine Mbumi Nkouindjin,Cameroon,F,5/25/1986,170,63,No,0,0,0,0,Athletics,1,Athletics Women's Triple Jump,21.79930796,Normal
27,Angelica Roos,Sweden,F,4/15/1989,158,58,No,0,0,0,0,Weightlifting,1,Weightlifting Women's 58kg,23.23345618,Normal
28,Manuela Soccol,Belgium,F,6/16/1988,157,42,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,17.0392308,Underweight
22,Gabriela Perianu,Romania,F,6/20/1994,187,80,No,0,0,0,0,Handball,1,Handball Women,22.8774057,Normal
20,Stefany Coronado,Bolivia,F,11/16/1996,173,54,No,0,0,0,0,Athletics,1,Athletics Women's 20km Walk,18.04270106,Underweight
24,Zangjun Xu,China,M,2/06/1992,175,65,No,0,0,0,0,Sailing,1,Sailing 470 Men,21.2244898,Normal
28,null,Spain,M,1/17/1988,188,80,No,0,0,0,0,Tennis,1,Tennis Men's Singles,22.63467632,Normal
34,Ryan Pini,Papua New Guinea,M,12/10/1981,196,98,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Butterfly,25.51020408,Overweight
31,Misaki Onishi,Japan,F,2/24/1985,164,46,No,0,0,0,0,Athletics,1,Athletics Women's 5000m,17.10291493,Underweight
25,Axel Augis,France,M,12/06/1990,172,71,No,0,0,0,0,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",23.99945917,Normal
24,Claudia Bobocea,Romania,F,6/11/1992,176,53,No,0,0,0,0,Athletics,1,Athletics Women's 800m,17.11002066,Underweight
33,Francisco Cortes,Spain,M,3/29/1983,181,80,No,0,0,0,0,Hockey,1,Hockey Men,24.41927902,Normal
29,Kenji Kobase,Japan,M,7/31/1987,180,80,No,0,0,0,0,Aquatics,1,Swimming Men's 4 x 100m Freestyle Relay,24.69135802,Normal
30,Simon Orchard,Australia,M,7/09/1986,186,82,No,0,0,0,0,Hockey,1,Hockey Men,23.7021621,Normal
20,Floriane Gnafoua,France,F,1/30/1996,158,60,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 100m Relay,24.03460984,Normal
24,Jan Lochbihler,Switzerland,M,3/03/1992,187,92,No,0,0,0,0,Shooting,2,"Shooting 50m Rifle Prone Men
,Shooting 50m Rifle 3 Positions Men",26.30901656,Overweight
21,Adrian Gomboc,Slovenia,M,1/20/1995,170,69,No,0,0,0,0,Judo,1,Judo Men -66 kg,23.87543253,Normal
27,Sa Rang Kim,South Korea,M,8/22/1989,178,82,No,0,0,0,0,Badminton,1,Badminton Men's Doubles,25.88057064,Overweight
19,Krisztian Manhercz,Hungary,M,2/06/1997,191,91,No,0,0,0,0,Aquatics,1,Water Polo Men,24.94449165,Normal
28,null,Netherlands,M,10/08/1987,188,80,No,0,0,0,0,Sailing,1,Sailing Laser Men,22.63467632,Normal
19,Lucia Jimenez,Spain,F,1/08/1997,163,51,No,0,0,0,0,Hockey,1,Hockey Women,19.1953028,Normal
34,Zhongrong Cao,China,M,11/03/1981,180,73,No,0,0,0,0,Modern Pentathlon,1,Modern Pentathlon Men's Individual,22.5308642,Normal
36,Ioannis Tamouridis,Greece,M,6/03/1980,180,73,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,22.5308642,Normal
21,Matea Samardzic,Croatia,F,1/17/1995,177,61,No,0,0,0,0,Aquatics,3,"Swimming Women's 100m Backstroke
,Swimming Women's 200m Backstroke
,Swimming Women's 400m Individual Medley",19.47077787,Normal
29,Daniel Brodmeier,Germany,M,11/02/1987,180,100,No,0,0,0,0,Shooting,2,"Shooting 50m Rifle Prone Men
,Shooting 50m Rifle 3 Positions Men",30.86419753,Obese
27,Etel Sanchez,Argentina,F,8/23/1989,171,59,No,0,0,0,0,Aquatics,1,Synchronised Swimming Duets,20.17714852,Normal
31,Robert Harting,Germany,M,10/18/1984,201,126,No,0,0,0,0,Athletics,1,Athletics Men's Discus Throw,31.18734685,Obese
27,Shanshan Feng,China,F,8/05/1989,172,85,Yes,0,0,1,1,Golf,1,Golf Women's Individual Stroke Play,28.73174689,Overweight
30,Bomi Kim,South Korea,F,10/07/1985,157,54,No,0,0,0,0,Hockey,1,Hockey Women,21.90758246,Normal
24,Ding Chen,China,M,8/05/1992,175,62,No,0,0,0,0,Athletics,1,Athletics Men's 20km Walk,20.24489796,Normal
30,Song Guk Kim,North Korea,M,10/05/1985,167,75,Yes,0,0,1,1,Shooting,2,"Shooting 50m Pistol Men
,Shooting 10m Air Pistol Men",26.89232314,Overweight
27,Sarra Besbes,Tunisia,F,2/05/1989,175,62,No,0,0,0,0,Fencing,1,Fencing Women's Épée Individual,20.24489796,Normal
26,Mohamed Flissi,Algeria,M,2/13/1990,174,,No,0,0,0,0,Boxing,1,Boxing Men's Fly (52kg),,
27,Benjamin Enzema,Equatorial Guinea,M,3/25/1989,170,63,No,0,0,0,0,Athletics,1,Athletics Men's 800m,21.79930796,Normal
15,Senna Deriks,Belgium,F,12/30/2000,154,46,No,0,0,0,0,Gymnastics,7,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around
,Artistic Gymnastics Women's Team",19.39618823,Normal
29,Ilias Iliadis,Greece,M,11/10/1986,179,90,No,0,0,0,0,Judo,1,Judo Men -90 kg,28.08901095,Overweight
19,Tigist Gashaw,Bahrain,F,12/25/1996,,,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,,
19,Dalma Sebestyen,Hungary,F,1/23/1997,180,68,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Breaststroke,20.98765432,Normal
29,Marcos Poggi,Spain,M,8/31/1987,182,86,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,25.96304794,Overweight
32,Ivan Kljakovic Gaspic,Croatia,M,5/24/1984,189,95,No,0,0,0,0,Sailing,1,Sailing Finn Men,26.59500014,Overweight
27,Enrico Garozzo,Italy,M,6/21/1989,190,70,Yes,0,1,0,1,Fencing,2,"Fencing Men's Épée Individual
,Fencing Men's Épée Team",19.39058172,Normal
35,Angie Sabrina Gonzalez,Venezuela,F,1/03/1981,160,57,No,0,0,0,0,Cycling,1,Cycling Track Women's Omnium,22.265625,Normal
22,Ali Adnan,Iraq,M,12/19/1993,180,76,No,0,0,0,0,Football,1,Football Men,23.45679012,Normal
27,Kenya Yasuda,Japan,M,3/29/1989,182,77,No,0,0,0,0,Aquatics,1,Water Polo Men,23.24598478,Normal
27,null,Greece,F,4/17/1989,170,53,No,0,0,0,0,Athletics,1,Athletics Women's Triple Jump,18.33910035,Underweight
29,Sophie Souwer,Netherlands,F,6/29/1987,185,77,No,0,0,0,0,Rowing,1,Rowing Women's Eight,22.49817385,Normal
34,Katrin Garfoot,Australia,F,10/08/1981,166,56,No,0,0,0,0,Cycling,2,"Cycling Road Women's Individual Time Trial
,Cycling Road Women's Road Race",20.32225287,Normal
22,Stina Troest,Denmark,F,1/17/1994,170,59,No,0,0,0,0,Athletics,1,Athletics Women's 400m Hurdles,20.41522491,Normal
31,Valentino Gallo,Italy,M,7/17/1985,192,95,Yes,0,0,1,1,Aquatics,1,Water Polo Men,25.77039931,Overweight
